Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,timestamp,days_after_initial,days_after_100
Hong Kong,China,22.3,114.2,1/30/20,10,0,0,1/30/20,30,30
Hubei,China,30.9756,112.2707,1/30/20,4903,162,90,1/30/20,30,30
Hunan,China,27.6104,111.7088,1/30/20,277,0,2,1/30/20,30,30
Inner Mongolia,China,44.0935,113.9448,1/30/20,19,0,0,1/30/20,30,30
Jiangsu,China,32.9711,119.455,1/30/20,129,0,1,1/30/20,30,30
Jiangxi,China,27.614,115.7221,1/30/20,162,0,5,1/30/20,30,30
Jilin,China,43.6661,126.1923,1/30/20,14,0,1,1/30/20,30,30
Liaoning,China,41.2956,122.6085,1/30/20,41,0,1,1/30/20,30,30
Macau,China,22.1667,113.55,1/30/20,7,0,0,1/30/20,30,30
Ningxia,China,37.2692,106.1655,1/30/20,17,0,0,1/30/20,30,30
Qinghai,China,35.7452,95.9956,1/30/20,8,0,0,1/30/20,30,30
Shaanxi,China,35.1917,108.8701,1/30/20,63,0,0,1/30/20,30,30
Shandong,China,36.3427,118.1498,1/30/20,158,0,1,1/30/20,30,30
Shanghai,China,31.202,121.4491,1/30/20,112,1,0,1/30/20,30,30
Shanxi,China,37.5777,112.2922,1/30/20,35,0,1,1/30/20,30,30
Sichuan,China,30.6171,102.7103,1/30/20,142,1,1,1/30/20,30,30
Tianjin,China,39.3054,117.323,1/30/20,31,0,0,1/30/20,30,30
Tibet,China,31.6927,88.0924,1/30/20,1,0,0,1/30/20,30,30
Xinjiang,China,41.1129,85.2401,1/30/20,14,0,0,1/30/20,30,30
Yunnan,China,24.974,101.487,1/30/20,70,0,0,1/30/20,30,30
Zhejiang,China,29.1832,120.0934,1/30/20,428,0,4,1/30/20,30,30
,Finland,64,26,1/30/20,1,0,0,1/30/20,1,-100
,France,46.2276,2.2137,1/30/20,5,0,0,1/30/20,6,-100
,Germany,51,9,1/30/20,4,0,0,1/30/20,3,-100
,India,21,78,1/30/20,1,0,0,1/30/20,0,-100
,Japan,36,138,1/30/20,11,0,1,1/30/20,8,-100
,South Korea,36,128,1/30/20,4,0,0,1/30/20,8,-100
,Malaysia,2.5,112.5,1/30/20,8,0,0,1/30/20,5,-100
,Nepal,28.1667,84.25,1/30/20,1,0,0,1/30/20,5,-100
,Philippines,13,122,1/30/20,1,0,0,1/30/20,0,-100
,Singapore,1.2833,103.8333,1/30/20,10,0,0,1/30/20,7,-100
,Sri Lanka,7,81,1/30/20,1,0,0,1/30/20,3,-100
,Taiwan*,23.7,121,1/30/20,9,0,0,1/30/20,8,-100
,Thailand,15,101,1/30/20,14,0,5,1/30/20,8,-100
,United Arab Emirates,24,54,1/30/20,4,0,0,1/30/20,1,-100
,US,37.0902,-95.7129,1/30/20,5,0,0,1/30/20,8,-100
,Vietnam,16,108,1/30/20,2,0,0,1/30/20,7,-100
New South Wales,Australia,-33.8688,151.2093,1/31/20,4,0,2,1/31/20,5,-100
Queensland,Australia,-28.0167,153.4,1/31/20,2,0,0,1/31/20,5,-100
Victoria,Australia,-37.8136,144.9631,1/31/20,3,0,0,1/31/20,5,-100
,Cambodia,11.55,104.9167,1/31/20,1,0,0,1/31/20,4,-100
British Columbia,Canada,49.2827,-123.1207,1/31/20,1,0,0,1/31/20,5,-100
Ontario,Canada,51.2538,-85.3232,1/31/20,3,0,0,1/31/20,5,-100
Anhui,China,31.8257,117.2264,1/31/20,237,0,3,1/31/20,31,31
Beijing,China,40.1824,116.4142,1/31/20,139,1,5,1/31/20,31,31
Chongqing,China,30.0572,107.874,1/31/20,211,0,1,1/31/20,31,31
Fujian,China,26.0789,117.9874,1/31/20,120,0,0,1/31/20,31,31
Gansu,China,37.8099,101.0583,1/31/20,29,0,0,1/31/20,31,31
Guangdong,China,23.3417,113.4244,1/31/20,436,0,11,1/31/20,31,31
Guangxi,China,23.8298,108.7881,1/31/20,87,0,2,1/31/20,31,31
Guizhou,China,26.8154,106.8748,1/31/20,29,0,2,1/31/20,31,31
Hainan,China,19.1959,109.7453,1/31/20,52,1,1,1/31/20,31,31
Hebei,China,39.549,116.1306,1/31/20,82,1,0,1/31/20,31,31
Heilongjiang,China,47.862,127.7615,1/31/20,59,2,0,1/31/20,31,31
Henan,China,33.882,113.614,1/31/20,352,2,0,1/31/20,31,31
Hong Kong,China,22.3,114.2,1/31/20,12,0,0,1/31/20,31,31
Hubei,China,30.9756,112.2707,1/31/20,5806,204,141,1/31/20,31,31
Hunan,China,27.6104,111.7088,1/31/20,332,0,2,1/31/20,31,31
Inner Mongolia,China,44.0935,113.9448,1/31/20,20,0,1,1/31/20,31,31
Jiangsu,China,32.9711,119.455,1/31/20,168,0,5,1/31/20,31,31
Jiangxi,China,27.614,115.7221,1/31/20,240,0,7,1/31/20,31,31
Jilin,China,43.6661,126.1923,1/31/20,14,0,1,1/31/20,31,31
Liaoning,China,41.2956,122.6085,1/31/20,48,0,1,1/31/20,31,31
Macau,China,22.1667,113.55,1/31/20,7,0,0,1/31/20,31,31
Ningxia,China,37.2692,106.1655,1/31/20,21,0,0,1/31/20,31,31
Qinghai,China,35.7452,95.9956,1/31/20,8,0,0,1/31/20,31,31
Shaanxi,China,35.1917,108.8701,1/31/20,87,0,0,1/31/20,31,31
Shandong,China,36.3427,118.1498,1/31/20,184,0,2,1/31/20,31,31
Shanghai,China,31.202,121.4491,1/31/20,135,1,0,1/31/20,31,31
Shanxi,China,37.5777,112.2922,1/31/20,39,0,1,1/31/20,31,31
Sichuan,China,30.6171,102.7103,1/31/20,177,1,1,1/31/20,31,31
Tianjin,China,39.3054,117.323,1/31/20,32,0,0,1/31/20,31,31
Tibet,China,31.6927,88.0924,1/31/20,1,0,0,1/31/20,31,31
Xinjiang,China,41.1129,85.2401,1/31/20,17,0,0,1/31/20,31,31
Yunnan,China,24.974,101.487,1/31/20,83,0,0,1/31/20,31,31
Zhejiang,China,29.1832,120.0934,1/31/20,538,0,14,1/31/20,31,31
,Finland,64,26,1/31/20,1,0,0,1/31/20,2,-100
,France,46.2276,2.2137,1/31/20,5,0,0,1/31/20,7,-100
,Germany,51,9,1/31/20,5,0,0,1/31/20,4,-100
,India,21,78,1/31/20,1,0,0,1/31/20,1,-100
,Italy,43,12,1/31/20,2,0,0,1/31/20,0,-100
,Japan,36,138,1/31/20,15,0,1,1/31/20,9,-100
,South Korea,36,128,1/31/20,11,0,0,1/31/20,9,-100
,Malaysia,2.5,112.5,1/31/20,8,0,0,1/31/20,6,-100
,Nepal,28.1667,84.25,1/31/20,1,0,0,1/31/20,6,-100
,Philippines,13,122,1/31/20,1,0,0,1/31/20,1,-100
,Russia,60,90,1/31/20,2,0,0,1/31/20,0,-100
,Singapore,1.2833,103.8333,1/31/20,13,0,0,1/31/20,8,-100
,Sri Lanka,7,81,1/31/20,1,0,0,1/31/20,4,-100
,Sweden,63,16,1/31/20,1,0,0,1/31/20,0,-100
,Taiwan*,23.7,121,1/31/20,10,0,0,1/31/20,9,-100
,Thailand,15,101,1/31/20,19,0,5,1/31/20,9,-100
,United Arab Emirates,24,54,1/31/20,4,0,0,1/31/20,2,-100
,United Kingdom,55.3781,-3.436,1/31/20,2,0,0,1/31/20,0,-100
,US,37.0902,-95.7129,1/31/20,7,0,0,1/31/20,9,-100
,Vietnam,16,108,1/31/20,2,0,0,1/31/20,8,-100
New South Wales,Australia,-33.8688,151.2093,2/1/20,4,0,2,2/1/20,6,-100
Queensland,Australia,-28.0167,153.4,2/1/20,3,0,0,2/1/20,6,-100
South Australia,Australia,-34.9285,138.6007,2/1/20,1,0,0,2/1/20,6,-100
Victoria,Australia,-37.8136,144.9631,2/1/20,4,0,0,2/1/20,6,-100
,Cambodia,11.55,104.9167,2/1/20,1,0,0,2/1/20,5,-100
British Columbia,Canada,49.2827,-123.1207,2/1/20,1,0,0,2/1/20,6,-100
Ontario,Canada,51.2538,-85.3232,2/1/20,3,0,0,2/1/20,6,-100
Anhui,China,31.8257,117.2264,2/1/20,297,0,5,2/1/20,32,32
Beijing,China,40.1824,116.4142,2/1/20,168,1,9,2/1/20,32,32
Chongqing,China,30.0572,107.874,2/1/20,247,1,3,2/1/20,32,32
Fujian,China,26.0789,117.9874,2/1/20,144,0,0,2/1/20,32,32
Gansu,China,37.8099,101.0583,2/1/20,40,0,0,2/1/20,32,32
Guangdong,China,23.3417,113.4244,2/1/20,535,0,14,2/1/20,32,32
Guangxi,China,23.8298,108.7881,2/1/20,100,0,2,2/1/20,32,32
Guizhou,China,26.8154,106.8748,2/1/20,29,0,2,2/1/20,32,32
Hainan,China,19.1959,109.7453,2/1/20,62,1,1,2/1/20,32,32
Hebei,China,39.549,116.1306,2/1/20,96,1,0,2/1/20,32,32
Heilongjiang,China,47.862,127.7615,2/1/20,80,2,0,2/1/20,32,32
Henan,China,33.882,113.614,2/1/20,422,2,0,2/1/20,32,32
Hong Kong,China,22.3,114.2,2/1/20,13,0,0,2/1/20,32,32
Hubei,China,30.9756,112.2707,2/1/20,7153,249,168,2/1/20,32,32
Hunan,China,27.6104,111.7088,2/1/20,389,0,8,2/1/20,32,32
Inner Mongolia,China,44.0935,113.9448,2/1/20,23,0,1,2/1/20,32,32
Jiangsu,China,32.9711,119.455,2/1/20,202,0,6,2/1/20,32,32
Jiangxi,China,27.614,115.7221,2/1/20,286,0,9,2/1/20,32,32
Jilin,China,43.6661,126.1923,2/1/20,17,0,1,2/1/20,32,32
Liaoning,China,41.2956,122.6085,2/1/20,64,0,1,2/1/20,32,32
Macau,China,22.1667,113.55,2/1/20,7,0,0,2/1/20,32,32
Ningxia,China,37.2692,106.1655,2/1/20,26,0,0,2/1/20,32,32
Qinghai,China,35.7452,95.9956,2/1/20,9,0,0,2/1/20,32,32
Shaanxi,China,35.1917,108.8701,2/1/20,101,0,0,2/1/20,32,32
Shandong,China,36.3427,118.1498,2/1/20,206,0,3,2/1/20,32,32
Shanghai,China,31.202,121.4491,2/1/20,169,1,0,2/1/20,32,32
Shanxi,China,37.5777,112.2922,2/1/20,47,0,1,2/1/20,32,32
Sichuan,China,30.6171,102.7103,2/1/20,207,1,3,2/1/20,32,32
Tianjin,China,39.3054,117.323,2/1/20,41,0,0,2/1/20,32,32
Tibet,China,31.6927,88.0924,2/1/20,1,0,0,2/1/20,32,32
Xinjiang,China,41.1129,85.2401,2/1/20,18,0,0,2/1/20,32,32
Yunnan,China,24.974,101.487,2/1/20,93,0,0,2/1/20,32,32
Zhejiang,China,29.1832,120.0934,2/1/20,599,0,21,2/1/20,32,32
,Finland,64,26,2/1/20,1,0,0,2/1/20,3,-100
,France,46.2276,2.2137,2/1/20,6,0,0,2/1/20,8,-100
,Germany,51,9,2/1/20,8,0,0,2/1/20,5,-100
,India,21,78,2/1/20,1,0,0,2/1/20,2,-100
,Italy,43,12,2/1/20,2,0,0,2/1/20,1,-100
,Japan,36,138,2/1/20,20,0,1,2/1/20,10,-100
,South Korea,36,128,2/1/20,12,0,0,2/1/20,10,-100
,Malaysia,2.5,112.5,2/1/20,8,0,0,2/1/20,7,-100
,Nepal,28.1667,84.25,2/1/20,1,0,0,2/1/20,7,-100
,Philippines,13,122,2/1/20,1,0,0,2/1/20,2,-100
,Russia,60,90,2/1/20,2,0,0,2/1/20,1,-100
,Singapore,1.2833,103.8333,2/1/20,16,0,0,2/1/20,9,-100
,Spain,40,-4,2/1/20,1,0,0,2/1/20,0,-100
,Sri Lanka,7,81,2/1/20,1,0,0,2/1/20,5,-100
,Sweden,63,16,2/1/20,1,0,0,2/1/20,1,-100
,Taiwan*,23.7,121,2/1/20,10,0,0,2/1/20,10,-100
,Thailand,15,101,2/1/20,19,0,5,2/1/20,10,-100
,United Arab Emirates,24,54,2/1/20,4,0,0,2/1/20,3,-100
,United Kingdom,55.3781,-3.436,2/1/20,2,0,0,2/1/20,1,-100
,US,37.0902,-95.7129,2/1/20,8,0,0,2/1/20,10,-100
,Vietnam,16,108,2/1/20,6,0,1,2/1/20,9,-100
New South Wales,Australia,-33.8688,151.2093,2/2/20,4,0,2,2/2/20,7,-100
Queensland,Australia,-28.0167,153.4,2/2/20,2,0,0,2/2/20,7,-100
South Australia,Australia,-34.9285,138.6007,2/2/20,2,0,0,2/2/20,7,-100
Victoria,Australia,-37.8136,144.9631,2/2/20,4,0,0,2/2/20,7,-100
,Cambodia,11.55,104.9167,2/2/20,1,0,0,2/2/20,6,-100
British Columbia,Canada,49.2827,-123.1207,2/2/20,1,0,0,2/2/20,7,-100
Ontario,Canada,51.2538,-85.3232,2/2/20,3,0,0,2/2/20,7,-100
Anhui,China,31.8257,117.2264,2/2/20,340,0,7,2/2/20,33,33
Beijing,China,40.1824,116.4142,2/2/20,191,1,9,2/2/20,33,33
Chongqing,China,30.0572,107.874,2/2/20,300,2,7,2/2/20,33,33
Fujian,China,26.0789,117.9874,2/2/20,159,0,0,2/2/20,33,33
Gansu,China,37.8099,101.0583,2/2/20,51,0,3,2/2/20,33,33
Guangdong,China,23.3417,113.4244,2/2/20,632,0,15,2/2/20,33,33
Guangxi,China,23.8298,108.7881,2/2/20,111,0,2,2/2/20,33,33
Guizhou,China,26.8154,106.8748,2/2/20,38,0,2,2/2/20,33,33
Hainan,China,19.1959,109.7453,2/2/20,64,1,4,2/2/20,33,33
Hebei,China,39.549,116.1306,2/2/20,104,1,3,2/2/20,33,33
Heilongjiang,China,47.862,127.7615,2/2/20,95,2,0,2/2/20,33,33
Henan,China,33.882,113.614,2/2/20,493,2,0,2/2/20,33,33
Hong Kong,China,22.3,114.2,2/2/20,15,0,0,2/2/20,33,33
Hubei,China,30.9756,112.2707,2/2/20,11177,350,295,2/2/20,33,33
Hunan,China,27.6104,111.7088,2/2/20,463,0,16,2/2/20,33,33
Inner Mongolia,China,44.0935,113.9448,2/2/20,27,0,1,2/2/20,33,33
Jiangsu,China,32.9711,119.455,2/2/20,236,0,7,2/2/20,33,33
Jiangxi,China,27.614,115.7221,2/2/20,333,0,12,2/2/20,33,33
Jilin,China,43.6661,126.1923,2/2/20,23,0,1,2/2/20,33,33
Liaoning,China,41.2956,122.6085,2/2/20,70,0,1,2/2/20,33,33
Macau,China,22.1667,113.55,2/2/20,8,0,0,2/2/20,33,33
Ningxia,China,37.2692,106.1655,2/2/20,28,0,0,2/2/20,33,33
Qinghai,China,35.7452,95.9956,2/2/20,11,0,0,2/2/20,33,33
Shaanxi,China,35.1917,108.8701,2/2/20,116,0,0,2/2/20,33,33
Shandong,China,36.3427,118.1498,2/2/20,230,0,6,2/2/20,33,33
Shanghai,China,31.202,121.4491,2/2/20,182,1,0,2/2/20,33,33
Shanxi,China,37.5777,112.2922,2/2/20,66,0,3,2/2/20,33,33
Sichuan,China,30.6171,102.7103,2/2/20,231,1,11,2/2/20,33,33
Tianjin,China,39.3054,117.323,2/2/20,48,0,1,2/2/20,33,33
Tibet,China,31.6927,88.0924,2/2/20,1,0,0,2/2/20,33,33
Xinjiang,China,41.1129,85.2401,2/2/20,21,0,0,2/2/20,33,33
Yunnan,China,24.974,101.487,2/2/20,105,0,0,2/2/20,33,33
Zhejiang,China,29.1832,120.0934,2/2/20,661,0,32,2/2/20,33,33
,Finland,64,26,2/2/20,1,0,0,2/2/20,4,-100
,France,46.2276,2.2137,2/2/20,6,0,0,2/2/20,9,-100
,Germany,51,9,2/2/20,10,0,0,2/2/20,6,-100
,India,21,78,2/2/20,2,0,0,2/2/20,3,-100
,Italy,43,12,2/2/20,2,0,0,2/2/20,2,-100
,Japan,36,138,2/2/20,20,0,1,2/2/20,11,-100
,South Korea,36,128,2/2/20,15,0,0,2/2/20,11,-100
,Malaysia,2.5,112.5,2/2/20,8,0,0,2/2/20,8,-100
,Nepal,28.1667,84.25,2/2/20,1,0,0,2/2/20,8,-100
,Philippines,13,122,2/2/20,2,1,0,2/2/20,3,-100
,Russia,60,90,2/2/20,2,0,0,2/2/20,2,-100
,Singapore,1.2833,103.8333,2/2/20,18,0,0,2/2/20,10,-100
,Spain,40,-4,2/2/20,1,0,0,2/2/20,1,-100
,Sri Lanka,7,81,2/2/20,1,0,0,2/2/20,6,-100
,Sweden,63,16,2/2/20,1,0,0,2/2/20,2,-100
,Taiwan*,23.7,121,2/2/20,10,0,0,2/2/20,11,-100
,Thailand,15,101,2/2/20,19,0,5,2/2/20,11,-100
,United Arab Emirates,24,54,2/2/20,5,0,0,2/2/20,4,-100
,United Kingdom,55.3781,-3.436,2/2/20,2,0,0,2/2/20,2,-100
,US,37.0902,-95.7129,2/2/20,8,0,0,2/2/20,11,-100
,Vietnam,16,108,2/2/20,6,0,1,2/2/20,10,-100
New South Wales,Australia,-33.8688,151.2093,2/3/20,4,0,2,2/3/20,8,-100
Queensland,Australia,-28.0167,153.4,2/3/20,2,0,0,2/3/20,8,-100
South Australia,Australia,-34.9285,138.6007,2/3/20,2,0,0,2/3/20,8,-100
Victoria,Australia,-37.8136,144.9631,2/3/20,4,0,0,2/3/20,8,-100
,Cambodia,11.55,104.9167,2/3/20,1,0,0,2/3/20,7,-100
British Columbia,Canada,49.2827,-123.1207,2/3/20,1,0,0,2/3/20,8,-100
Ontario,Canada,51.2538,-85.3232,2/3/20,3,0,0,2/3/20,8,-100
Anhui,China,31.8257,117.2264,2/3/20,408,0,14,2/3/20,34,34
Beijing,China,40.1824,116.4142,2/3/20,212,1,12,2/3/20,34,34
Chongqing,China,30.0572,107.874,2/3/20,337,2,9,2/3/20,34,34
Fujian,China,26.0789,117.9874,2/3/20,179,0,1,2/3/20,34,34
Gansu,China,37.8099,101.0583,2/3/20,55,0,3,2/3/20,34,34
Guangdong,China,23.3417,113.4244,2/3/20,725,0,21,2/3/20,34,34
Guangxi,China,23.8298,108.7881,2/3/20,127,0,7,2/3/20,34,34
Guizhou,China,26.8154,106.8748,2/3/20,46,0,2,2/3/20,34,34
Hainan,China,19.1959,109.7453,2/3/20,72,1,4,2/3/20,34,34
Hebei,China,39.549,116.1306,2/3/20,113,1,3,2/3/20,34,34
Heilongjiang,China,47.862,127.7615,2/3/20,121,2,0,2/3/20,34,34
Henan,China,33.882,113.614,2/3/20,566,2,0,2/3/20,34,34
Hong Kong,China,22.3,114.2,2/3/20,15,0,0,2/3/20,34,34
Hubei,China,30.9756,112.2707,2/3/20,13522,414,386,2/3/20,34,34
Hunan,China,27.6104,111.7088,2/3/20,521,0,22,2/3/20,34,34
Inner Mongolia,China,44.0935,113.9448,2/3/20,34,0,1,2/3/20,34,34
Jiangsu,China,32.9711,119.455,2/3/20,271,0,8,2/3/20,34,34
Jiangxi,China,27.614,115.7221,2/3/20,391,0,18,2/3/20,34,34
Jilin,China,43.6661,126.1923,2/3/20,31,0,1,2/3/20,34,34
Liaoning,China,41.2956,122.6085,2/3/20,74,0,1,2/3/20,34,34
Macau,China,22.1667,113.55,2/3/20,8,0,0,2/3/20,34,34
Ningxia,China,37.2692,106.1655,2/3/20,31,0,1,2/3/20,34,34
Qinghai,China,35.7452,95.9956,2/3/20,13,0,0,2/3/20,34,34
Shaanxi,China,35.1917,108.8701,2/3/20,128,0,0,2/3/20,34,34
Shandong,China,36.3427,118.1498,2/3/20,259,0,7,2/3/20,34,34
Shanghai,China,31.202,121.4491,2/3/20,203,1,0,2/3/20,34,34
Shanxi,China,37.5777,112.2922,2/3/20,74,0,2,2/3/20,34,34
Sichuan,China,30.6171,102.7103,2/3/20,254,1,14,2/3/20,34,34
Tianjin,China,39.3054,117.323,2/3/20,60,0,1,2/3/20,34,34
Tibet,China,31.6927,88.0924,2/3/20,1,0,0,2/3/20,34,34
Xinjiang,China,41.1129,85.2401,2/3/20,24,0,0,2/3/20,34,34
Yunnan,China,24.974,101.487,2/3/20,117,0,0,2/3/20,34,34
Zhejiang,China,29.1832,120.0934,2/3/20,724,0,43,2/3/20,34,34
,Finland,64,26,2/3/20,1,0,0,2/3/20,5,-100
,France,46.2276,2.2137,2/3/20,6,0,0,2/3/20,10,-100
,Germany,51,9,2/3/20,12,0,0,2/3/20,7,-100
,India,21,78,2/3/20,3,0,0,2/3/20,4,-100
,Italy,43,12,2/3/20,2,0,0,2/3/20,3,-100
,Japan,36,138,2/3/20,20,0,1,2/3/20,12,-100
,South Korea,36,128,2/3/20,15,0,0,2/3/20,12,-100
,Malaysia,2.5,112.5,2/3/20,8,0,0,2/3/20,9,-100
,Nepal,28.1667,84.25,2/3/20,1,0,0,2/3/20,9,-100
,Philippines,13,122,2/3/20,2,1,0,2/3/20,4,-100
,Russia,60,90,2/3/20,2,0,0,2/3/20,3,-100
,Singapore,1.2833,103.8333,2/3/20,18,0,0,2/3/20,11,-100
,Spain,40,-4,2/3/20,1,0,0,2/3/20,2,-100
,Sri Lanka,7,81,2/3/20,1,0,0,2/3/20,7,-100
,Sweden,63,16,2/3/20,1,0,0,2/3/20,3,-100
,Taiwan*,23.7,121,2/3/20,10,0,0,2/3/20,12,-100
,Thailand,15,101,2/3/20,19,0,5,2/3/20,12,-100
,United Arab Emirates,24,54,2/3/20,5,0,0,2/3/20,5,-100
,United Kingdom,55.3781,-3.436,2/3/20,2,0,0,2/3/20,3,-100
,US,37.0902,-95.7129,2/3/20,11,0,0,2/3/20,12,-100
,Vietnam,16,108,2/3/20,8,0,1,2/3/20,11,-100
New South Wales,Australia,-33.8688,151.2093,2/4/20,4,0,2,2/4/20,9,-100
Queensland,Australia,-28.0167,153.4,2/4/20,3,0,0,2/4/20,9,-100
South Australia,Australia,-34.9285,138.6007,2/4/20,2,0,0,2/4/20,9,-100
Victoria,Australia,-37.8136,144.9631,2/4/20,4,0,0,2/4/20,9,-100
,Belgium,50.8333,4,2/4/20,1,0,0,2/4/20,0,-100
,Cambodia,11.55,104.9167,2/4/20,1,0,0,2/4/20,8,-100
British Columbia,Canada,49.2827,-123.1207,2/4/20,1,0,0,2/4/20,9,-100
Ontario,Canada,51.2538,-85.3232,2/4/20,3,0,0,2/4/20,9,-100
Anhui,China,31.8257,117.2264,2/4/20,480,0,20,2/4/20,35,35
Beijing,China,40.1824,116.4142,2/4/20,228,1,23,2/4/20,35,35
Chongqing,China,30.0572,107.874,2/4/20,366,2,9,2/4/20,35,35
Fujian,China,26.0789,117.9874,2/4/20,194,0,3,2/4/20,35,35
Gansu,China,37.8099,101.0583,2/4/20,57,0,4,2/4/20,35,35
Guangdong,China,23.3417,113.4244,2/4/20,813,0,30,2/4/20,35,35
Guangxi,China,23.8298,108.7881,2/4/20,139,0,10,2/4/20,35,35
Guizhou,China,26.8154,106.8748,2/4/20,58,0,2,2/4/20,35,35
Hainan,China,19.1959,109.7453,2/4/20,80,1,5,2/4/20,35,35
Hebei,China,39.549,116.1306,2/4/20,126,1,4,2/4/20,35,35
Heilongjiang,China,47.862,127.7615,2/4/20,155,2,0,2/4/20,35,35
Henan,China,33.882,113.614,2/4/20,675,2,0,2/4/20,35,35
Hong Kong,China,22.3,114.2,2/4/20,17,1,0,2/4/20,35,35
Hubei,China,30.9756,112.2707,2/4/20,16678,479,522,2/4/20,35,35
Hunan,China,27.6104,111.7088,2/4/20,593,0,31,2/4/20,35,35
Inner Mongolia,China,44.0935,113.9448,2/4/20,35,0,1,2/4/20,35,35
Jiangsu,China,32.9711,119.455,2/4/20,308,0,12,2/4/20,35,35
Jiangxi,China,27.614,115.7221,2/4/20,476,0,20,2/4/20,35,35
Jilin,China,43.6661,126.1923,2/4/20,42,0,1,2/4/20,35,35
Liaoning,China,41.2956,122.6085,2/4/20,81,0,2,2/4/20,35,35
Macau,China,22.1667,113.55,2/4/20,10,0,0,2/4/20,35,35
Ningxia,China,37.2692,106.1655,2/4/20,34,0,1,2/4/20,35,35
Qinghai,China,35.7452,95.9956,2/4/20,15,0,0,2/4/20,35,35
Shaanxi,China,35.1917,108.8701,2/4/20,142,0,2,2/4/20,35,35
Shandong,China,36.3427,118.1498,2/4/20,275,0,11,2/4/20,35,35
Shanghai,China,31.202,121.4491,2/4/20,219,1,0,2/4/20,35,35
Shanxi,China,37.5777,112.2922,2/4/20,81,0,4,2/4/20,35,35
Sichuan,China,30.6171,102.7103,2/4/20,282,1,14,2/4/20,35,35
Tianjin,China,39.3054,117.323,2/4/20,67,0,2,2/4/20,35,35
Tibet,China,31.6927,88.0924,2/4/20,1,0,0,2/4/20,35,35
Xinjiang,China,41.1129,85.2401,2/4/20,29,0,0,2/4/20,35,35
Yunnan,China,24.974,101.487,2/4/20,122,0,0,2/4/20,35,35
Zhejiang,China,29.1832,120.0934,2/4/20,829,0,62,2/4/20,35,35
,Finland,64,26,2/4/20,1,0,0,2/4/20,6,-100
,France,46.2276,2.2137,2/4/20,6,0,0,2/4/20,11,-100
,Germany,51,9,2/4/20,12,0,0,2/4/20,8,-100
,India,21,78,2/4/20,3,0,0,2/4/20,5,-100
,Italy,43,12,2/4/20,2,0,0,2/4/20,4,-100
,Japan,36,138,2/4/20,22,0,1,2/4/20,13,-100
,South Korea,36,128,2/4/20,16,0,0,2/4/20,13,-100
,Malaysia,2.5,112.5,2/4/20,10,0,0,2/4/20,10,-100
,Nepal,28.1667,84.25,2/4/20,1,0,0,2/4/20,10,-100
,Philippines,13,122,2/4/20,2,1,0,2/4/20,5,-100
,Russia,60,90,2/4/20,2,0,0,2/4/20,4,-100
,Singapore,1.2833,103.8333,2/4/20,24,0,0,2/4/20,12,-100
,Spain,40,-4,2/4/20,1,0,0,2/4/20,3,-100
,Sri Lanka,7,81,2/4/20,1,0,0,2/4/20,8,-100
,Sweden,63,16,2/4/20,1,0,0,2/4/20,4,-100
,Taiwan*,23.7,121,2/4/20,11,0,0,2/4/20,13,-100
,Thailand,15,101,2/4/20,25,0,5,2/4/20,13,-100
,United Arab Emirates,24,54,2/4/20,5,0,0,2/4/20,6,-100
,United Kingdom,55.3781,-3.436,2/4/20,2,0,0,2/4/20,4,-100
,US,37.0902,-95.7129,2/4/20,11,0,0,2/4/20,13,-100
,Vietnam,16,108,2/4/20,8,0,1,2/4/20,12,-100
New South Wales,Australia,-33.8688,151.2093,2/5/20,4,0,2,2/5/20,10,-100
Queensland,Australia,-28.0167,153.4,2/5/20,3,0,0,2/5/20,10,-100
South Australia,Australia,-34.9285,138.6007,2/5/20,2,0,0,2/5/20,10,-100
Victoria,Australia,-37.8136,144.9631,2/5/20,4,0,0,2/5/20,10,-100
,Belgium,50.8333,4,2/5/20,1,0,0,2/5/20,1,-100
,Cambodia,11.55,104.9167,2/5/20,1,0,0,2/5/20,9,-100
British Columbia,Canada,49.2827,-123.1207,2/5/20,2,0,0,2/5/20,10,-100
Ontario,Canada,51.2538,-85.3232,2/5/20,3,0,0,2/5/20,10,-100
Anhui,China,31.8257,117.2264,2/5/20,530,0,23,2/5/20,36,36
Beijing,China,40.1824,116.4142,2/5/20,253,1,24,2/5/20,36,36
Chongqing,China,30.0572,107.874,2/5/20,389,2,15,2/5/20,36,36
Fujian,China,26.0789,117.9874,2/5/20,205,0,11,2/5/20,36,36
Gansu,China,37.8099,101.0583,2/5/20,62,0,6,2/5/20,36,36
Guangdong,China,23.3417,113.4244,2/5/20,895,0,49,2/5/20,36,36
Guangxi,China,23.8298,108.7881,2/5/20,150,0,13,2/5/20,36,36
Guizhou,China,26.8154,106.8748,2/5/20,64,1,9,2/5/20,36,36
Hainan,China,19.1959,109.7453,2/5/20,99,1,5,2/5/20,36,36
Hebei,China,39.549,116.1306,2/5/20,135,1,6,2/5/20,36,36
Heilongjiang,China,47.862,127.7615,2/5/20,190,2,0,2/5/20,36,36
Henan,China,33.882,113.614,2/5/20,764,2,0,2/5/20,36,36
Hong Kong,China,22.3,114.2,2/5/20,21,1,0,2/5/20,36,36
Hubei,China,30.9756,112.2707,2/5/20,19665,549,633,2/5/20,36,36
Hunan,China,27.6104,111.7088,2/5/20,661,0,54,2/5/20,36,36
