geoid,Region,State,age,season,MMWR Year/Week,Deaths from influenza,Deaths from pneumonia,Deaths from pneumonia and influenza,All Deaths,Pecent of deaths due to pneumonia or influenza,pecent complete
State,,Michigan,All,2015-16,201601,,,113,1886,5.9915164369,111.7026281
State,,Massachusetts,All,2016-17,201721,,,72,1025,7.0243902439,101.51063558
State,,Arizona,All,2010-11,201045,,,54,921,5.8631921824,101.54140752
Region,1,,All,2016-17,201734,0,164,164,2302,7.1242397915,100.55237996
Region,5,,All,2009-10,201026,1,523,524,7832,6.6905005107,92.938464508
State,,New Hampshire,All,2016-17,201649,,,11,246,4.4715447154,123.23881205
State,,Vermont,All,2015-16,201545,,,9,121,7.4380165289,120.60184081
State,,Delaware,All,2013-14,201340,,,9,164,5.487804878,111.06214762
State,,Idaho,All,2015-16,201601,,,23,271,8.4870848708,121.91179319
State,,New Hampshire,All,2015-16,201602,,,16,233,6.8669527897,116.7261919
State,,West Virginia,All,2011-12,201213,,,34,357,9.5238095238,86.602209945
State,,New York City,All,2011-12,201227,,,62,960,6.4583333333,96.413331796
State,,Iowa,All,2010-11,201115,,,51,534,9.5505617978,100.04392373
Region,3,,All,2014-15,201528,0,327,327,4914,6.6544566545,97.568635945
National,,,0-17 years,2016-17,201718,3,13,16,724,2.2099447514,110.67161277
Region,6,,All,2012-13,201245,1,388,389,5723,6.7971343701,102.95256343
State,,Michigan,All,2011-12,201216,,,122,1742,7.0034443169,103.17390146
State,,California,All,2014-15,201446,,,353,4741,7.445686564,104.55910534
State,,Washington,All,2010-11,201106,,,91,1055,8.6255924171,112.78401244
State,,Idaho,All,2010-11,201135,,,12,210,5.7142857143,94.47039325
State,,Maine,All,2017-18,201747,,,9,296,3.0405405405,121.05747216
State,,South Dakota,All,2014-15,201501,,,20,179,11.173184358,130.72998567
State,,Arizona,All,2013-14,201412,,,71,989,7.1789686552,109.03849299
State,,South Carolina,All,2014-15,201512,,,55,884,6.221719457,110.88864081
Region,5,,All,2017-18,201749,10,590,600,9876,6.0753341434,117.19360004
State,,California,All,2010-11,201107,,,608,5049,12.041988513,111.35180824
State,,Pennsylvania,All,2014-15,201504,,,286,2870,9.9651567944,119.11953657
State,,Pennsylvania,All,2011-12,201232,,,150,2311,6.4906966681,95.918205234
State,,Hawaii,All,2014-15,201515,,,22,212,10.377358491,111.68019358
State,,Texas,All,2017-18,201825,,,216,3599,6.0016671298,112.06125453
State,,Hawaii,All,2010-11,201111,,,26,235,11.063829787,123.79644099
State,,Oregon,All,2017-18,201806,,,55,719,7.6495132128,116.70536886
State,,Alaska,All,2016-17,201733,,,11,88,12.5,122.08430136
State,,Illinois,All,2014-15,201529,,,123,1951,6.3044592517,101.07254754
State,,Michigan,All,2015-16,201603,,,147,1943,7.565620175,115.0785824
State,,Wyoming,All,2013-14,201436,,,6,96,6.25,114.32478632
State,,Utah,All,2015-16,201632,,,18,328,5.487804878,114.85248044
State,,Louisiana,All,2017-18,201801,,,107,1158,9.2400690846,148.03383672
State,,Missouri,All,2011-12,201142,,,61,1007,6.0575968222,95.410427632
State,,Nebraska,All,2012-13,201330,,,19,266,7.1428571429,91.094397745
State,,Washington,All,2009-10,201004,,,63,863,7.3001158749,92.258391219
State,,New York,All,2011-12,201147,,,143,1857,7.7005923533,101.86131473
State,,Tennessee,All,2014-15,201445,,,102,1289,7.9131109387,112.6809518
State,,West Virginia,All,2012-13,201252,,,59,472,12.5,114.49928038
State,,Massachusetts,All,2010-11,201123,,,70,997,7.0210631896,98.737662116
Region,5,,All,2009-10,200940,13,619,632,8212,7.6960545543,97.44773628
State,,Arizona,All,2012-13,201244,,,53,888,5.9684684685,97.903116049
State,,North Carolina,All,2017-18,201811,,,133,1816,7.3237885463,119.73299011
State,,Iowa,All,2011-12,201229,,,34,521,6.5259117083,97.608397501
Region,6,,All,2011-12,201237,0,372,372,5465,6.8069533394,98.311333065
State,,Hawaii,All,2012-13,201302,,,20,206,9.7087378641,108.51943338
State,,New York,All,2017-18,201752,,,186,2132,8.7242026266,116.94578514
State,,Georgia,All,2012-13,201311,,,117,1516,7.7176781003,111.86453843
State,,Colorado,All,2014-15,201447,,,32,703,4.5519203414,114.71502186
State,,Utah,All,2014-15,201534,,,18,365,4.9315068493,127.80840049
State,,Alabama,All,2010-11,201115,,,48,864,5.5555555556,93.544760849
Region,6,,All,2014-15,201522,1,401,402,6057,6.6369489846,108.96097793
Region,4,,All,2016-17,201733,3,588,591,11652,5.0720906282,111.83111915
State,,Oregon,All,2010-11,201121,,,34,615,5.5284552846,99.824481015
State,,Maryland,All,2013-14,201408,,,78,950,8.2105263158,114.03906793
State,,Delaware,All,2017-18,201814,,,13,174,7.4712643678,117.8342298
Region,4,,All,2017-18,201751,57,795,852,13300,6.4060150376,127.64794754
State,,Pennsylvania,All,2018-19,201904,,,137,2299,5.9591126577,95.420144454
State,,North Carolina,All,2012-13,201322,,,122,1510,8.0794701987,99.557717545
State,,New Hampshire,All,2013-14,201428,,,8,190,4.2105263158,95.184448333
Region,2,,All,2012-13,201321,1,317,318,4087,7.7807682897,98.469780058
State,,Rhode Island,All,2015-16,201614,,,17,178,9.5505617978,98.355541455
State,,Tennessee,All,2017-18,201830,,,67,1303,5.141980046,113.90479457
State,,North Dakota,All,2015-16,201619,,,5,107,4.6728971963,94.005632856
State,,Montana,All,2009-10,201007,,,14,179,7.8212290503,106.52941511
State,,South Dakota,All,2010-11,201132,,,15,143,10.48951049,104.43792152
State,,Ohio,All,2017-18,201801,,,247,2925,8.4444444444,142.115394
State,,Kentucky,All,2013-14,201418,,,78,785,9.9363057325,96.890686825
State,,Arizona,All,2012-13,201325,,,59,869,6.7894131185,95.808342169
State,,New Mexico,All,2013-14,201434,,,17,297,5.7239057239,96.061468941
State,,Missouri,All,2012-13,201337,,,71,1044,6.8007662835,98.91607393
Region,9,,All,2015-16,201616,13,503,516,6665,7.7419354839,110.84211473
Region,5,,All,2014-15,201539,2,529,531,8662,6.1302239668,102.78766338
State,,Rhode Island,All,2014-15,201531,,,12,162,7.4074074074,89.514593909
State,,Connecticut,All,2012-13,201316,,,36,561,6.4171122995,101.23118897
State,,District of Columbia,All,2014-15,201446,,,4,87,4.5977011494,97.417626574
State,,Rhode Island,All,2016-17,201713,,,18,205,8.7804878049,113.27464044
State,,Alaska,All,2013-14,201431,,,7,81,8.6419753086,112.37305012
State,,Massachusetts,All,2010-11,201108,,,131,1177,11.129991504,116.56392007
State,,Arizona,All,2016-17,201720,,,62,1069,5.7998129093,117.85859353
State,,Tennessee,All,2013-14,201431,,,73,1160,6.2931034483,101.40411489
State,,Alabama,All,2016-17,201730,,,63,914,6.8927789934,98.958230805
State,,Kansas,All,2009-10,201038,,,32,436,7.3394495413,92.46943021
National,,,All,2009-10,201021,2,3251,3253,45488,7.1513366163,95.604199288
State,,Ohio,All,2011-12,201232,,,114,2009,5.6744649079,97.610197112
State,,Pennsylvania,All,2009-10,201004,,,169,2445,6.9120654397,101.47988394
State,,Louisiana,All,2012-13,201330,,,33,709,4.6544428773,90.635570154
Region,3,,All,2016-17,201727,0,262,262,5165,5.0726040658,102.5523005
State,,Oklahoma,All,2010-11,201134,,,34,617,5.510534846,88.613483779
State,,Ohio,All,2013-14,201401,,,181,2253,8.0337328007,109.46529323
State,,Georgia,All,2013-14,201407,,,94,1513,6.2128222075,111.64317061
State,,Ohio,All,2009-10,201008,,,157,2155,7.2853828306,104.7038202
State,,Washington,All,2009-10,201028,,,66,901,7.3251942286,96.320753752
State,,New Mexico,All,2014-15,201510,,,35,341,10.263929619,110.29279767
State,,Iowa,All,2013-14,201432,,,34,537,6.3314711359,100.60596825
National,,,All,2017-18,201741,18,3001,3019,51578,5.8532707744,108.40382938
State,,Arkansas,All,2011-12,201229,,,33,546,6.043956044,97.58337609
Region,9,,All,2009-10,200947,43,563,606,5956,10.174613835,99.051108075
National,,,18-64 years,2013-14,201424,7,575,582,12364,4.7072144937,100.54540296
Region,1,,All,2010-11,201130,0,176,176,2155,8.1670533643,94.131354825
State,,Washington,All,2012-13,201309,,,107,1069,10.009354537,114.28067232
State,,Missouri,All,2015-16,201633,,,62,1079,5.7460611677,102.23222583
State,,Washington,All,2009-10,200949,,,86,1011,8.5064292779,108.08022424
State,,Rhode Island,All,2012-13,201250,,,17,187,9.0909090909,103.32857445
State,,Delaware,All,2015-16,201625,,,7,143,4.8951048951,96.840775063
Region,7,,All,2012-13,201320,0,168,168,2247,7.476635514,95.506570839
Region,7,,All,2009-10,201010,2,219,221,2509,8.8082901554,106.6426285
State,,California,All,2012-13,201315,,,431,4699,9.1721642903,103.63282767
State,,Iowa,All,2018-19,201908,,,43,651,6.6052227343,121.96365983
State,,Colorado,All,2011-12,201221,,,36,590,6.1016949153,96.275765147
State,,Mississippi,All,2010-11,201110,,,52,578,8.9965397924,104.30600527
Region,9,,All,2009-10,200949,30,631,661,6438,10.267163715,107.06699694
State,,North Dakota,All,2016-17,201709,,,17,137,12.408759124,120.36235235
State,,Alaska,All,2016-17,201702,,,5,93,5.376344086,129.02090939
State,,Nevada,All,2010-11,201131,,,21,353,5.9490084986,92.424584085
State,,Idaho,All,2011-12,201238,,,11,243,4.5267489712,109.31574076
State,,South Carolina,All,2016-17,201710,,,63,991,6.3572149344,124.31068218
State,,Oregon,All,2013-14,201340,,,29,664,4.3674698795,107.77797625
State,,Washington,All,2012-13,201334,,,48,869,5.5235903337,92.899816882
Region,1,,All,2017-18,201748,4,174,178,2683,6.6343645173,117.19462877
State,,New Jersey,All,2014-15,201530,,,71,1254,5.6618819777,94.163085811
State,,Colorado,All,2015-16,201629,,,30,692,4.3352601156,112.92004997
State,,Kansas,All,2013-14,201427,,,30,458,6.5502183406,97.13531889
State,,California,All,2013-14,201412,,,413,4817,8.573801121,106.23522683
State,,Rhode Island,All,2009-10,201005,,,15,180,8.3333333333,99.460659898
State,,New Mexico,All,2010-11,201107,,,40,345,11.594202899,111.58655483
State,,Minnesota,All,2016-17,201652,,,46,897,5.1282051282,120.06570942
State,,Delaware,All,2017-18,201834,,,14,190,7.3684210526,128.66956127
State,,Washington,All,2015-16,201628,,,59,960,6.1458333333,102.62810611
Region,10,,All,2016-17,201705,59,219,278,2438,11.402789171,132.07858222
State,,South Dakota,All,2017-18,201750,,,11,138,7.9710144928,100.78624594
Region,9,,All,2016-17,201644,3,451,454,6475,7.0115830116,107.68232451
State,,Louisiana,All,2015-16,201603,,,44,884,4.9773755656,113.00683218
State,,New Hampshire,All,2013-14,201342,,,17,198,8.5858585859,99.192214578
State,,New York City,All,2012-13,201251,,,132,1137,11.609498681,114.18953985
National,,,65 years and older,2010-11,201106,71,3895,3966,39018,10.164539443,111.02890951
State,,Wisconsin,All,2011-12,201221,,,52,867,5.9976931949,95.663030969
National,,,18-64 years,2015-16,201608,84,825,909,13622,6.6730289238,116.01214809
State,,Delaware,All,2009-10,200948,,,8,144,5.5555555556,97.51798328
State,,Nebraska,All,2010-11,201047,,,19,278,6.8345323741,95.203919448
Region,6,,All,2009-10,200951,10,477,487,5838,8.3418979102,105.0213289
State,,Virginia,All,2011-12,201216,,,73,1225,5.9591836735,106.99986626
National,,,18-64 years,2013-14,201348,20,622,642,12481,5.1438186043,103.59083219
State,,Vermont,All,2015-16,201631,,,6,109,5.504587156,108.64132767
State,,Kentucky,All,2016-17,201704,,,74,914,8.0962800875,112.81285065
National,,,65 years and older,2016-17,201729,8,2228,2236,36266,6.1655545139,105.35419666
State,,Florida,All,2014-15,201441,,,195,3481,5.6018385521,104.90382397
Region,7,,All,2015-16,201622,1,116,117,2277,5.1383399209,96.781691945
Region,6,,All,2009-10,201029,1,343,344,5267,6.5312322005,94.749458601
State,,Oklahoma,All,2014-15,201444,,,39,692,5.6358381503,99.384976945
State,,Tennessee,All,2015-16,201602,,,106,1324,8.0060422961,115.74055872
State,,Georgia,All,2009-10,201028,,,65,1254,5.1834130781,92.531748806
Region,3,,All,2015-16,201618,14,321,335,5278,6.3471011747,104.79594231
State,,Minnesota,All,2014-15,201445,,,57,881,6.4699205448,117.92406912
State,,Texas,All,2012-13,201323,,,250,3311,7.5505889459,103.09386322
State,,Arizona,All,2012-13,201246,,,49,883,5.5492638732,97.351859765
State,,Pennsylvania,All,2009-10,201029,,,109,2240,4.8660714286,92.971345618
National,,,All,2009-10,200946,208,3721,3929,46527,8.4445590732,97.787912862
State,,California,All,2010-11,201116,,,460,4542,10.12769705,100.17031353
Region,9,,All,2015-16,201541,0,417,417,6412,6.5034310667,106.6346046
State,,Pennsylvania,All,2013-14,201410,,,163,2573,6.3350174893,106.79253227
Region,8,,All,2012-13,201318,0,86,86,1437,5.9846903271,102.55838493
State,,Michigan,All,2011-12,201229,,,99,1728,5.7291666667,102.3447197
State,,New York City,All,2014-15,201506,,,123,1186,10.370994941,119.11063699
State,,West Virginia,All,2010-11,201044,,,38,439,8.6560364465,106.49403408
State,,Illinois,All,2012-13,201311,,,168,2049,8.1991215227,106.1494874
State,,District of Columbia,All,2009-10,201016,,,7,89,7.8651685393,99.657112242
State,,Alaska,All,2011-12,201149,,,6,75,8,104.04912048
State,,Massachusetts,All,2013-14,201407,,,106,1206,8.7893864013,119.4359283
Region,5,,All,2012-13,201244,0,620,620,8629,7.1850735891,102.39606872
State,,South Dakota,All,2016-17,201728,,,4,133,3.007518797,97.13457036
Region,5,,All,2014-15,201509,25,720,745,9870,7.5481256332,117.12240101
State,,Missouri,All,2015-16,201542,,,70,1152,6.0763888889,109.14877123
Region,5,,All,2013-14,201418,3,554,557,8647,6.4415404186,102.60966581
National,,,0-17 years,2010-11,201050,0,14,14,665,2.1052631579,107.53791023
Region,4,,All,2017-18,201835,3,600,603,11528,5.2307425399,110.64101799
State,,Nevada,All,2010-11,201042,,,21,345,6.0869565217,90.329975947
State,,Connecticut,All,2010-11,201126,,,52,543,9.576427256,97.98312943
State,,Kentucky,All,2014-15,201530,,,52,823,6.3183475091,101.58093663
Region,10,,All,2010-11,201104,1,155,156,1924,8.1081081081,104.23264651
State,,West Virginia,All,2011-12,201214,,,31,413,7.5060532688,100.18687033
State,,Hawaii,All,2016-17,201648,,,36,240,15,126.43040782
Region,2,,All,2018-19,201845,3,342,345,4398,7.8444747613,105.96283159
State,,Alaska,All,2015-16,201619,,,6,86,6.976744186,119.30965815
State,,Louisiana,All,2010-11,201043,,,36,693,5.1948051948,88.590197626
State,,Kentucky,All,2009-10,201024,,,72,828,8.6956521739,102.19807477
State,,Kansas,All,2014-15,201533,,,27,489,5.5214723926,103.70998021
State,,Maine,All,2014-15,201445,,,12,270,4.4444444444,110.42404556
Region,5,,All,2010-11,201102,6,781,787,9226,8.5302406243,109.48037201
State,,New York City,All,2015-16,201608,,,123,1150,10.695652174,115.49513705
Region,9,,All,2012-13,201249,4,525,529,6257,8.4545309254,104.056881
Region,10,,All,2011-12,201142,1,131,132,1835,7.1934604905,99.411073986
Region,9,,All,2010-11,201041,1,441,442,5668,7.7981651376,94.261531325
State,,West Virginia,All,2012-13,201319,,,34,450,7.5555555556,109.16244951
State,,Virginia,All,2015-16,201602,,,100,1357,7.3691967576,118.52964777
Region,5,,All,2012-13,201306,51,827,878,9732,9.021783806,115.48482337
Region,2,,All,2018-19,201850,3,324,327,4539,7.2042300066,109.36000286
State,,Michigan,All,2013-14,201421,,,95,1737,5.4691997697,102.87776512
Region,8,,All,2016-17,201739,2,81,83,1569,5.2899936265,111.9791969
National,,,65 years and older,2012-13,201318,7,2866,2873,35412,8.1130690162,101.65722633
State,,Tennessee,All,2015-16,201639,,,75,1265,5.9288537549,110.58293563
State,,Massachusetts,All,2016-17,201722,,,69,1076,6.4126394052,106.56140866
State,,Maine,All,2009-10,200940,,,16,239,6.6945606695,97.745729214
State,,Idaho,All,2014-15,201440,,,12,242,4.958677686,108.86588175
State,,Idaho,All,2012-13,201330,,,11,239,4.6025104603,107.5163047
State,,Florida,All,2014-15,201524,,,175,3607,4.8516772942,108.70097474
State,,Michigan,All,2013-14,201426,,,90,1666,5.4021608643,98.672629067
National,,,18-64 years,2010-11,201113,30,655,685,12213,5.6087775321,103.91450099
State,,Idaho,All,2013-14,201419,,,6,217,2.7649769585,97.619406358
State,,Alabama,All,2013-14,201352,,,89,1028,8.6575875486,111.30094231
State,,Florida,All,2010-11,201128,,,159,3127,5.0847457627,94.235638482
State,,Nebraska,All,2011-12,201239,,,28,299,9.364548495,102.39558243
State,,Vermont,All,2012-13,201327,,,11,104,10.576923077,103.65778053
State,,Virginia,All,2013-14,201409,,,90,1243,7.2405470636,108.5721092
Region,6,,All,2016-17,201726,2,354,356,6052,5.8823529412,108.8710316
National,,,18-64 years,2014-15,201443,2,569,571,12444,4.5885567342,103.13475341
State,,Alaska,All,2014-15,201510,,,4,84,4.7619047619,116.53501494
State,,Washington,All,2016-17,201722,,,61,1049,5.8150619638,112.14258678
State,,Wyoming,All,2017-18,201816,,,9,90,10,107.17948718
Region,3,,All,2013-14,201411,8,367,375,5409,6.9328896284,107.39697839
State,,Hawaii,All,2013-14,201432,,,28,214,13.08411215,112.73378031
State,,Alabama,All,2014-15,201518,,,50,935,5.3475935829,101.23188819
State,,Alaska,All,2016-17,201732,,,4,70,5.7142857143,97.112512446
State,,Delaware,All,2016-17,201643,,,14,157,8.9171974522,106.3216901
State,,Massachusetts,All,2013-14,201406,,,95,1113,8.5354896676,110.22569502
State,,Massachusetts,All,2014-15,201448,,,81,1068,7.5842696629,105.76913053
State,,Maine,All,2014-15,201531,,,14,265,5.2830188679,108.37915582
State,,Idaho,All,2015-16,201544,,,8,234,3.4188034188,105.26700962
State,,Vermont,All,2011-12,201228,,,7,93,7.5268817204,92.693976823
State,,Montana,All,2016-17,201717,,,14,192,7.2916666667,114.26618828
State,,North Carolina,All,2009-10,201030,,,126,1389,9.0712742981,91.579913689
State,,South Carolina,All,2010-11,201042,,,58,776,7.4742268041,97.341159806
State,,Kansas,All,2011-12,201206,,,33,527,6.2618595825,111.76924248
State,,Indiana,All,2018-19,201840,,,65,1216,5.3453947368,110.86904362
State,,Florida,All,2010-11,201051,,,200,3609,5.5417013023,108.76124697
Region,9,,All,2013-14,201425,1,436,437,6044,7.2303110523,100.51458986
State,,Arkansas,All,2017-18,201746,,,53,624,8.4935897436,111.52385839
State,,Nebraska,All,2012-13,201248,,,27,313,8.6261980831,107.19002441
State,,Hawaii,All,2012-13,201328,,,23,215,10.697674419,113.26057368
State,,Ohio,All,2017-18,201749,,,153,2450,6.2448979592,119.03682575
State,,Alaska,All,2009-10,200940,,,3,75,4,104.04912048
State,,New York City,All,2016-17,201712,,,79,1059,7.4598677998,106.35595664
State,,Washington,All,2017-18,201821,,,51,968,5.2685950413,103.48334032
State,,Mississippi,All,2009-10,201001,,,59,674,8.7537091988,121.63018607
State,,Mississippi,All,2015-16,201638,,,37,575,6.4347826087,103.76462462
State,,Idaho,All,2009-10,201033,,,13,192,6.7708333333,86.372930971
State,,Massachusetts,All,2010-11,201103,,,122,1199,10.175145955,118.74268493
State,,District of Columbia,All,2014-15,201511,,,6,91,6.5934065934,101.89659791
State,,North Dakota,All,2009-10,201030,,,9,78,11.538461538,68.52747068
State,,Minnesota,All,2018-19,201847,,,56,856,6.5420560748,114.57775615
State,,Montana,All,2018-19,201906,,,8,221,3.6199095023,131.5251438
State,,Ohio,All,2014-15,201503,,,264,2599,10.157752982,126.27620821
State,,Arkansas,All,2009-10,201005,,,52,551,9.4373865699,98.47699675
State,,Kentucky,All,2010-11,201122,,,65,784,8.2908163265,96.767259198
State,,Maine,All,2012-13,201320,,,8,239,3.3472803347,97.745729214
State,,Georgia,All,2014-15,201537,,,68,1461,4.6543463381,107.80612839
Region,10,,All,2012-13,201314,0,147,147,2039,7.2094163806,110.46276832
State,,Oklahoma,All,2012-13,201309,,,66,758,8.7071240106,108.86389093
Region,6,,All,2012-13,201328,1,366,367,5443,6.742605181,97.915569235
